"","Reporting unit","Reporting unit type","State","Peer group","Time period","Patient cohort","Number of patients","Percentage of patients seen on time","Peer group average"
"2703","The Northern Hospital [Epping]","Hospital","Vic","Large metropolitan hospitals","2016–17","Emergency",13564,81,"76%"
"2704","The Northern Hospital [Epping]","Hospital","Vic","Large metropolitan hospitals","2017–18","Emergency",15095,88,"77%"
"2705","The Northern Hospital [Epping]","Hospital","Vic","Large metropolitan hospitals","2018–19","Emergency",17473,87,"76%"
"2706","The Northern Hospital [Epping]","Hospital","Vic","Large metropolitan hospitals","2019–20","Emergency",17384,90,"77%"
"2707","The Northern Hospital [Epping]","Hospital","Vic","Large metropolitan hospitals","2011–12","Non-Urgent",1021,85,"89%"
"2708","The Northern Hospital [Epping]","Hospital","Vic","Large metropolitan hospitals","2012–13","Non-Urgent",1096,86,"90%"
"2709","The Northern Hospital [Epping]","Hospital","Vic","Large metropolitan hospitals","2013–14","Non-Urgent",960,87,"92%"
"2710","The Northern Hospital [Epping]","Hospital","Vic","Large metropolitan hospitals","2014–15","Non-Urgent",1312,86,"92%"
"2711","The Northern Hospital [Epping]","Hospital","Vic","Large metropolitan hospitals","2015–16","Non-Urgent",1755,93,"92%"
"2712","The Northern Hospital [Epping]","Hospital","Vic","Large metropolitan hospitals","2016–17","Non-Urgent",1836,96,"92%"
"2713","The Northern Hospital [Epping]","Hospital","Vic","Large metropolitan hospitals","2017–18","Non-Urgent",2438,97,"92%"
"2714","The Northern Hospital [Epping]","Hospital","Vic","Large metropolitan hospitals","2018–19","Non-Urgent",3012,98,"91%"
"2715","The Northern Hospital [Epping]","Hospital","Vic","Large metropolitan hospitals","2019–20","Non-Urgent",3741,97,"94%"
"2716","The Northern Hospital [Epping]","Hospital","Vic","Large metropolitan hospitals","2011–12","Resuscitation",364,100,"100%"
"2717","The Northern Hospital [Epping]","Hospital","Vic","Large metropolitan hospitals","2012–13","Resuscitation",382,100,"100%"
"2718","The Northern Hospital [Epping]","Hospital","Vic","Large metropolitan hospitals","2013–14","Resuscitation",477,100,"100%"
"2719","The Northern Hospital [Epping]","Hospital","Vic","Large metropolitan hospitals","2014–15","Resuscitation",417,100,"100%"
"2720","The Northern Hospital [Epping]","Hospital","Vic","Large metropolitan hospitals","2015–16","Resuscitation",468,100,"100%"
"2721","The Northern Hospital [Epping]","Hospital","Vic","Large metropolitan hospitals","2016–17","Resuscitation",440,100,"100%"
"2722","The Northern Hospital [Epping]","Hospital","Vic","Large metropolitan hospitals","2017–18","Resuscitation",586,100,"100%"
"2723","The Northern Hospital [Epping]","Hospital","Vic","Large metropolitan hospitals","2018–19","Resuscitation",781,100,"100%"
"2724","The Northern Hospital [Epping]","Hospital","Vic","Large metropolitan hospitals","2019–20","Resuscitation",838,100,"100%"
"2725","The Northern Hospital [Epping]","Hospital","Vic","Large metropolitan hospitals","2011–12","Semi-Urgent",24365,59,"66%"
"2726","The Northern Hospital [Epping]","Hospital","Vic","Large metropolitan hospitals","2012–13","Semi-Urgent",22426,56,"68%"
"2727","The Northern Hospital [Epping]","Hospital","Vic","Large metropolitan hospitals","2013–14","Semi-Urgent",22026,64,"72%"
"2728","The Northern Hospital [Epping]","Hospital","Vic","Large metropolitan hospitals","2014–15","Semi-Urgent",23773,65,"72%"
"2729","The Northern Hospital [Epping]","Hospital","Vic","Large metropolitan hospitals","2015–16","Semi-Urgent",27002,82,"73%"
"2730","The Northern Hospital [Epping]","Hospital","Vic","Large metropolitan hospitals","2016–17","Semi-Urgent",28471,84,"73%"
"2731","The Northern Hospital [Epping]","Hospital","Vic","Large metropolitan hospitals","2017–18","Semi-Urgent",31147,88,"72%"
"2732","The Northern Hospital [Epping]","Hospital","Vic","Large metropolitan hospitals","2018–19","Semi-Urgent",31801,88,"71%"
"2733","The Northern Hospital [Epping]","Hospital","Vic","Large metropolitan hospitals","2019–20","Semi-Urgent",31788,87,"74%"
"2734","The Northern Hospital [Epping]","Hospital","Vic","Large metropolitan hospitals","2011–12","Urgent",25396,58,"62%"
"2735","The Northern Hospital [Epping]","Hospital","Vic","Large metropolitan hospitals","2012–13","Urgent",27758,55,"63%"
"2736","The Northern Hospital [Epping]","Hospital","Vic","Large metropolitan hospitals","2013–14","Urgent",29483,56,"65%"
"2737","The Northern Hospital [Epping]","Hospital","Vic","Large metropolitan hospitals","2014–15","Urgent",33911,52,"63%"
"2738","The Northern Hospital [Epping]","Hospital","Vic","Large metropolitan hospitals","2015–16","Urgent",38658,70,"63%"
"2739","The Northern Hospital [Epping]","Hospital","Vic","Large metropolitan hospitals","2016–17","Urgent",42384,72,"61%"
"2740","The Northern Hospital [Epping]","Hospital","Vic","Large metropolitan hospitals","2017–18","Urgent",45429,80,"60%"
"2741","The Northern Hospital [Epping]","Hospital","Vic","Large metropolitan hospitals","2018–19","Urgent",49075,78,"59%"
"2742","The Northern Hospital [Epping]","Hospital","Vic","Large metropolitan hospitals","2019–20","Urgent",50287,79,"64%"
"2743","Werribee Mercy Hospital","Hospital","Vic","Medium metropolitan hospitals","2011–12","Emergency",1883,84,"79%"
"2744","Werribee Mercy Hospital","Hospital","Vic","Medium metropolitan hospitals","2012–13","Emergency",1738,85,"81%"
"2745","Werribee Mercy Hospital","Hospital","Vic","Medium metropolitan hospitals","2013–14","Emergency",2106,78,"83%"
"2746","Werribee Mercy Hospital","Hospital","Vic","Medium metropolitan hospitals","2014–15","Emergency",2560,74,"80%"
"2747","Werribee Mercy Hospital","Hospital","Vic","Medium metropolitan hospitals","2015–16","Emergency",3046,78,"77%"
"2748","Werribee Mercy Hospital","Hospital","Vic","Medium metropolitan hospitals","2016–17","Emergency",3934,87,"79%"
"2749","Werribee Mercy Hospital","Hospital","Vic","Medium metropolitan hospitals","2017–18","Emergency",5169,94,"77%"
"2750","Werribee Mercy Hospital","Hospital","Vic","Medium metropolitan hospitals","2018–19","Emergency",7580,83,"75%"
"2751","Werribee Mercy Hospital","Hospital","Vic","Medium metropolitan hospitals","2019–20","Emergency",7486,65,"71%"
"2752","Werribee Mercy Hospital","Hospital","Vic","Medium metropolitan hospitals","2011–12","Non-Urgent",3051,81,"91%"
"2753","Werribee Mercy Hospital","Hospital","Vic","Medium metropolitan hospitals","2012–13","Non-Urgent",2625,85,"92%"
"2754","Werribee Mercy Hospital","Hospital","Vic","Medium metropolitan hospitals","2013–14","Non-Urgent",2811,82,"92%"
"2755","Werribee Mercy Hospital","Hospital","Vic","Medium metropolitan hospitals","2014–15","Non-Urgent",1615,80,"91%"
"2756","Werribee Mercy Hospital","Hospital","Vic","Medium metropolitan hospitals","2015–16","Non-Urgent",1836,80,"91%"
"2757","Werribee Mercy Hospital","Hospital","Vic","Medium metropolitan hospitals","2016–17","Non-Urgent",1681,82,"90%"
"2758","Werribee Mercy Hospital","Hospital","Vic","Medium metropolitan hospitals","2017–18","Non-Urgent",1637,80,"90%"
"2759","Werribee Mercy Hospital","Hospital","Vic","Medium metropolitan hospitals","2018–19","Non-Urgent",974,77,"89%"
"2760","Werribee Mercy Hospital","Hospital","Vic","Medium metropolitan hospitals","2019–20","Non-Urgent",1482,77,"90%"
"2761","Werribee Mercy Hospital","Hospital","Vic","Medium metropolitan hospitals","2011–12","Resuscitation",35,100,"99%"
"2762","Werribee Mercy Hospital","Hospital","Vic","Medium metropolitan hospitals","2012–13","Resuscitation",40,100,"100%"
"2763","Werribee Mercy Hospital","Hospital","Vic","Medium metropolitan hospitals","2013–14","Resuscitation",37,100,"100%"
"2764","Werribee Mercy Hospital","Hospital","Vic","Medium metropolitan hospitals","2014–15","Resuscitation",42,100,"99%"
"2765","Werribee Mercy Hospital","Hospital","Vic","Medium metropolitan hospitals","2015–16","Resuscitation",78,100,"100%"
"2766","Werribee Mercy Hospital","Hospital","Vic","Medium metropolitan hospitals","2016–17","Resuscitation",100,100,"100%"
"2767","Werribee Mercy Hospital","Hospital","Vic","Medium metropolitan hospitals","2017–18","Resuscitation",87,100,"100%"
"2768","Werribee Mercy Hospital","Hospital","Vic","Medium metropolitan hospitals","2018–19","Resuscitation",97,100,"100%"
"2769","Werribee Mercy Hospital","Hospital","Vic","Medium metropolitan hospitals","2019–20","Resuscitation",169,100,"100%"
"2770","Werribee Mercy Hospital","Hospital","Vic","Medium metropolitan hospitals","2011–12","Semi-Urgent",19191,63,"69%"
"2771","Werribee Mercy Hospital","Hospital","Vic","Medium metropolitan hospitals","2012–13","Semi-Urgent",20195,64,"71%"
"2772","Werribee Mercy Hospital","Hospital","Vic","Medium metropolitan hospitals","2013–14","Semi-Urgent",18547,63,"74%"
"2773","Werribee Mercy Hospital","Hospital","Vic","Medium metropolitan hospitals","2014–15","Semi-Urgent",17395,56,"73%"
"2774","Werribee Mercy Hospital","Hospital","Vic","Medium metropolitan hospitals","2015–16","Semi-Urgent",18399,57,"72%"
"2775","Werribee Mercy Hospital","Hospital","Vic","Medium metropolitan hospitals","2016–17","Semi-Urgent",19442,60,"73%"
"2776","Werribee Mercy Hospital","Hospital","Vic","Medium metropolitan hospitals","2017–18","Semi-Urgent",20210,61,"72%"
"2777","Werribee Mercy Hospital","Hospital","Vic","Medium metropolitan hospitals","2018–19","Semi-Urgent",19749,59,"71%"
"2778","Werribee Mercy Hospital","Hospital","Vic","Medium metropolitan hospitals","2019–20","Semi-Urgent",22072,51,"74%"
"2779","Werribee Mercy Hospital","Hospital","Vic","Medium metropolitan hospitals","2011–12","Urgent",6421,79,"67%"
"2780","Werribee Mercy Hospital","Hospital","Vic","Medium metropolitan hospitals","2012–13","Urgent",6348,79,"66%"
"2781","Werribee Mercy Hospital","Hospital","Vic","Medium metropolitan hospitals","2013–14","Urgent",6917,75,"68%"
"2782","Werribee Mercy Hospital","Hospital","Vic","Medium metropolitan hospitals","2014–15","Urgent",7250,67,"66%"
"2783","Werribee Mercy Hospital","Hospital","Vic","Medium metropolitan hospitals","2015–16","Urgent",7923,69,"65%"
"2784","Werribee Mercy Hospital","Hospital","Vic","Medium metropolitan hospitals","2016–17","Urgent",9228,66,"65%"
"2785","Werribee Mercy Hospital","Hospital","Vic","Medium metropolitan hospitals","2017–18","Urgent",10373,70,"63%"
"2786","Werribee Mercy Hospital","Hospital","Vic","Medium metropolitan hospitals","2018–19","Urgent",13097,59,"63%"
"2787","Werribee Mercy Hospital","Hospital","Vic","Medium metropolitan hospitals","2019–20","Urgent",14484,46,"67%"
"2788","West Gippsland Healthcare Group [Warragul]","Hospital","Vic","Medium regional hospitals","2011–12","Emergency",952,83,"83%"
"2789","West Gippsland Healthcare Group [Warragul]","Hospital","Vic","Medium regional hospitals","2012–13","Emergency",1015,79,"87%"
"2790","West Gippsland Healthcare Group [Warragul]","Hospital","Vic","Medium regional hospitals","2013–14","Emergency",1083,84,"85%"
"2791","West Gippsland Healthcare Group [Warragul]","Hospital","Vic","Medium regional hospitals","2014–15","Emergency",1186,85,"86%"
"2792","West Gippsland Healthcare Group [Warragul]","Hospital","Vic","Medium regional hospitals","2015–16","Emergency",1340,84,"83%"
"2793","West Gippsland Healthcare Group [Warragul]","Hospital","Vic","Medium regional hospitals","2016–17","Emergency",1507,77,"84%"
"2794","West Gippsland Healthcare Group [Warragul]","Hospital","Vic","Medium regional hospitals","2017–18","Emergency",1663,81,"84%"
"2795","West Gippsland Healthcare Group [Warragul]","Hospital","Vic","Medium regional hospitals","2018–19","Emergency",2031,77,"82%"
"2796","West Gippsland Healthcare Group [Warragul]","Hospital","Vic","Medium regional hospitals","2019–20","Emergency",2128,75,"81%"
"2797","West Gippsland Healthcare Group [Warragul]","Hospital","Vic","Medium regional hospitals","2011–12","Non-Urgent",2187,90,"92%"
"2798","West Gippsland Healthcare Group [Warragul]","Hospital","Vic","Medium regional hospitals","2012–13","Non-Urgent",2598,91,"94%"
"2799","West Gippsland Healthcare Group [Warragul]","Hospital","Vic","Medium regional hospitals","2013–14","Non-Urgent",2560,88,"94%"
"2800","West Gippsland Healthcare Group [Warragul]","Hospital","Vic","Medium regional hospitals","2014–15","Non-Urgent",2383,95,"95%"
"2801","West Gippsland Healthcare Group [Warragul]","Hospital","Vic","Medium regional hospitals","2015–16","Non-Urgent",2049,95,"95%"
"2802","West Gippsland Healthcare Group [Warragul]","Hospital","Vic","Medium regional hospitals","2016–17","Non-Urgent",2066,93,"95%"
"2803","West Gippsland Healthcare Group [Warragul]","Hospital","Vic","Medium regional hospitals","2017–18","Non-Urgent",2274,93,"94%"
"2804","West Gippsland Healthcare Group [Warragul]","Hospital","Vic","Medium regional hospitals","2018–19","Non-Urgent",1705,95,"94%"
"2805","West Gippsland Healthcare Group [Warragul]","Hospital","Vic","Medium regional hospitals","2019–20","Non-Urgent",2469,96,"94%"
"2806","West Gippsland Healthcare Group [Warragul]","Hospital","Vic","Medium regional hospitals","2011–12","Resuscitation",17,100,"99%"
"2807","West Gippsland Healthcare Group [Warragul]","Hospital","Vic","Medium regional hospitals","2012–13","Resuscitation",28,100,"100%"
"2808","West Gippsland Healthcare Group [Warragul]","Hospital","Vic","Medium regional hospitals","2013–14","Resuscitation",35,100,"100%"
"2809","West Gippsland Healthcare Group [Warragul]","Hospital","Vic","Medium regional hospitals","2014–15","Resuscitation",44,100,"99%"
"2810","West Gippsland Healthcare Group [Warragul]","Hospital","Vic","Medium regional hospitals","2015–16","Resuscitation",43,100,"100%"
"2811","West Gippsland Healthcare Group [Warragul]","Hospital","Vic","Medium regional hospitals","2016–17","Resuscitation",28,100,"99%"
"2812","West Gippsland Healthcare Group [Warragul]","Hospital","Vic","Medium regional hospitals","2017–18","Resuscitation",33,100,"100%"
"2813","West Gippsland Healthcare Group [Warragul]","Hospital","Vic","Medium regional hospitals","2018–19","Resuscitation",36,100,"100%"
"2814","West Gippsland Healthcare Group [Warragul]","Hospital","Vic","Medium regional hospitals","2019–20","Resuscitation",36,100,"100%"
"2815","West Gippsland Healthcare Group [Warragul]","Hospital","Vic","Medium regional hospitals","2011–12","Semi-Urgent",8833,64,"78%"
"2816","West Gippsland Healthcare Group [Warragul]","Hospital","Vic","Medium regional hospitals","2012–13","Semi-Urgent",8370,72,"82%"
"2817","West Gippsland Healthcare Group [Warragul]","Hospital","Vic","Medium regional hospitals","2013–14","Semi-Urgent",8709,66,"80%"
"2818","West Gippsland Healthcare Group [Warragul]","Hospital","Vic","Medium regional hospitals","2014–15","Semi-Urgent",9175,80,"81%"
"2819","West Gippsland Healthcare Group [Warragul]","Hospital","Vic","Medium regional hospitals","2015–16","Semi-Urgent",10249,76,"80%"
"2820","West Gippsland Healthcare Group [Warragul]","Hospital","Vic","Medium regional hospitals","2016–17","Semi-Urgent",10212,70,"79%"
"2821","West Gippsland Healthcare Group [Warragul]","Hospital","Vic","Medium regional hospitals","2017–18","Semi-Urgent",10791,70,"78%"
"2822","West Gippsland Healthcare Group [Warragul]","Hospital","Vic","Medium regional hospitals","2018–19","Semi-Urgent",11165,71,"77%"
"2823","West Gippsland Healthcare Group [Warragul]","Hospital","Vic","Medium regional hospitals","2019–20","Semi-Urgent",11163,70,"77%"
"2824","West Gippsland Healthcare Group [Warragul]","Hospital","Vic","Medium regional hospitals","2011–12","Urgent",5717,68,"78%"
"2825","West Gippsland Healthcare Group [Warragul]","Hospital","Vic","Medium regional hospitals","2012–13","Urgent",6034,70,"81%"
"2826","West Gippsland Healthcare Group [Warragul]","Hospital","Vic","Medium regional hospitals","2013–14","Urgent",6115,73,"80%"
"2827","West Gippsland Healthcare Group [Warragul]","Hospital","Vic","Medium regional hospitals","2014–15","Urgent",6389,83,"79%"
